Label,WordQty,W2,W3,W4,W5,W6,W7,P4,P5,P6,P7
0,1038,181.09,125.17,134.13,138.22,139.01,139.41,8.15,8.27,8.37,8.50
1,330,179.37,121.81,121.93,121.51,121.36,121.28,6.79,6.73,6.73,6.83
1,877,220.68,154.41,146.82,144.15,143.74,143.20,7.50,7.51,7.60,7.72
0,411,176.39,127.68,139.52,143.51,144.44,144.43,9.30,9.36,9.58,9.84
0,532,145.59,94.51,102.61,105.29,107.67,107.51,8.48,8.66,8.79,8.96
1,564,90.57,59.86,50.53,49.89,49.93,49.73,7.53,7.37,7.37,7.42
0,153,165.81,121.58,136.95,140.05,140.36,140.37,8.75,8.80,8.75,8.87
1,1345,254.37,203.86,199.65,203.11,203.39,203.54,8.13,8.11,8.12,8.25
0,1036,145.10,88.73,99.14,103.32,102.94,102.92,8.67,8.80,9.06,9.29
1,534,277.79,204.76,179.54,183.46,184.99,184.90,8.40,8.36,8.53,8.75
1,525,179.91,125.00,114.16,113.13,111.19,111.45,7.49,7.51,7.61,7.72
0,205,108.54,71.93,83.79,88.66,90.14,90.12,8.64,8.81,9.08,9.13
0,831,176.90,130.10,138.82,147.50,148.13,148.33,8.51,8.64,8.84,8.96
1,445,225.03,165.08,145.57,143.37,142.48,141.18,7.27,7.32,7.41,7.63
0,489,142.44,105.80,114.98,116.67,116.61,116.53,8.27,8.36,8.49,8.62
0,1122,153.66,99.26,108.34,110.34,110.64,110.65,7.95,8.02,8.17,8.36
1,447,149.03,97.34,85.43,89.14,88.20,88.09,6.93,6.87,6.95,6.99
0,576,163.80,110.06,116.50,120.33,121.54,121.60,8.44,8.42,8.54,8.71
0,612,198.46,143.26,157.25,159.93,160.44,160.77,8.45,8.73,8.96,9.19
0,476,132.81,93.04,101.51,103.67,104.05,104.07,9.11,9.25,9.27,9.58
0,533,149.80,113.52,131.42,133.04,133.44,133.36,8.67,8.69,8.84,8.97
1,535,198.49,137.61,121.33,122.61,122.38,122.39,7.65,7.62,7.63,7.78
0,463,140.49,94.31,107.23,109.36,110.46,110.93,7.34,7.46,7.60,7.61
1,881,103.80,75.11,70.66,70.06,70.30,70.22,9.16,9.12,9.49,9.75
0,767,129.65,88.90,98.81,101.66,102.28,102.45,8.08,8.30,8.62,8.71
0,774,145.52,105.21,115.73,122.03,121.69,122.10,9.09,9.30,9.47,9.67
1,488,148.81,107.10,102.78,103.66,102.72,102.66,8.01,8.10,8.23,8.47
1,467,230.85,185.77,180.07,188.32,188.41,188.84,8.04,8.03,8.09,8.29
0,378,146.28,87.40,98.80,103.91,104.53,104.55,7.52,7.79,7.83,7.95
0,1007,134.37,92.81,100.18,104.55,105.63,105.73,7.76,7.86,8.11,8.20
1,991,165.45,120.97,108.10,107.27,106.62,106.77,7.88,7.97,8.10,8.38
0,140,159.47,110.54,114.48,124.26,124.95,124.45,8.00,8.26,8.56,9.15
0,1247,153.54,102.77,116.11,118.00,118.40,118.73,7.81,7.95,8.16,8.35
1,127,326.62,242.04,214.18,216.43,216.46,216.53,7.82,7.70,7.77,7.92
1,1361,231.70,191.48,176.21,184.18,184.26,184.47,8.93,8.91,9.12,9.34
1,700,148.93,94.90,80.12,82.82,81.90,81.97,8.70,8.68,8.86,8.82
0,757,132.15,85.85,97.44,99.75,100.11,100.16,8.32,8.52,8.76,8.96
1,386,185.39,133.63,123.87,127.12,127.46,127.48,7.70,7.78,7.97,8.10
1,1302,114.07,80.59,70.74,71.61,72.01,72.07,8.98,9.00,9.05,9.25
1,469,120.19,87.44,81.10,79.32,79.54,79.76,6.75,6.71,6.81,6.99
0,490,158.32,114.82,129.15,132.94,132.78,132.61,7.50,7.64,7.78,7.93
1,450,119.34,69.44,59.60,59.10,58.44,58.49,7.99,7.84,7.70,7.63
0,2037,149.41,105.36,113.10,117.02,117.98,117.89,9.23,9.54,9.67,9.88
0,289,205.99,137.91,145.51,149.35,150.19,150.23,8.74,8.96,9.11,9.20
0,305,124.65,88.35,102.78,105.12,105.71,105.72,8.41,8.51,8.67,8.89
0,142,119.96,86.09,101.37,96.82,95.53,95.97,8.15,8.70,8.66,8.91
0,3875,151.30,105.51,114.64,118.70,119.42,119.54,8.20,8.30,8.46,8.59
0,499,179.14,115.78,127.71,133.82,134.09,134.24,8.61,8.78,8.92,9.19
0,644,175.95,130.98,141.38,145.97,146.49,146.61,8.12,8.26,8.35,8.52
0,342,164.34,118.16,136.30,136.47,135.92,135.96,9.29,9.60,9.84,10.08
0,990,142.02,98.53,106.51,109.73,109.79,109.93,7.77,7.94,8.06,8.33
0,318,137.04,91.08,99.59,100.44,99.68,99.95,7.30,7.37,7.45,7.65
0,479,131.77,83.96,91.95,96.97,97.93,97.82,7.27,7.35,7.46,7.68
0,3691,148.21,101.42,110.44,115.16,115.72,115.88,8.36,8.49,8.68,8.93
1,267,215.24,158.36,133.88,146.09,145.67,146.07,7.17,6.97,6.98,7.11
1,4359,128.96,90.03,80.19,81.91,81.52,81.54,7.65,7.64,7.75,7.86
1,458,193.37,150.99,147.31,146.81,147.14,147.16,9.83,9.92,10.04,9.94
0,2230,162.48,115.08,126.50,130.12,130.37,130.37,8.38,8.52,8.68,8.85
1,514,155.91,111.46,97.39,99.00,97.78,97.54,8.01,7.89,7.56,7.65
0,305,155.14,105.93,113.42,116.87,116.80,116.84,8.15,8.25,8.31,8.41
0,511,185.32,147.50,157.93,160.71,161.81,161.87,7.16,7.41,7.53,7.68
0,756,141.59,93.33,102.97,104.56,105.27,104.77,8.13,8.32,8.54,8.70
0,879,160.62,115.80,125.03,130.72,131.11,131.33,8.18,8.36,8.66,8.81
1,434,295.50,252.65,245.51,244.98,245.83,246.54,7.98,7.97,7.98,8.21
1,945,164.49,104.00,91.07,92.24,92.38,92.31,8.07,8.00,8.15,8.27
1,631,126.96,81.59,70.15,71.16,71.19,71.17,7.63,7.68,7.72,8.00
0,855,143.11,90.95,99.10,104.01,105.15,105.27,7.85,7.89,8.05,8.27
1,500,164.05,117.98,103.96,104.99,105.22,105.25,6.89,6.85,6.81,6.90
0,946,155.97,102.48,114.84,117.38,118.19,118.26,7.95,8.02,8.24,8.40
0,575,161.10,120.33,123.96,132.31,132.43,132.70,8.65,8.75,8.93,9.08
0,353,150.56,97.65,115.74,116.94,116.96,117.17,9.65,9.75,10.13,10.48
1,3344,142.49,112.91,97.84,102.21,101.94,101.94,8.75,8.65,8.61,8.58
0,810,172.94,115.23,123.43,128.75,129.59,129.86,8.39,8.58,8.90,9.17
1,1838,211.90,182.42,172.44,176.94,176.95,177.30,7.92,7.96,8.08,8.20
1,427,239.95,184.21,175.07,180.08,180.59,181.57,7.33,7.37,7.49,7.54
0,312,130.12,102.96,114.11,116.62,116.34,116.39,10.23,10.58,10.85,11.16
0,1016,152.08,111.75,124.09,125.55,125.56,125.64,8.35,8.46,8.62,8.78
0,478,167.99,125.15,144.22,144.81,145.28,145.41,8.00,8.22,8.37,8.62
0,872,245.80,193.92,210.61,216.68,217.38,217.47,9.60,9.88,10.14,10.38
1,529,155.05,115.18,108.05,114.35,114.35,114.78,7.23,7.20,7.09,7.20
1,559,197.09,171.31,162.03,166.04,165.96,166.05,8.36,8.38,8.41,8.50
1,775,165.92,116.82,107.66,109.56,109.47,109.75,7.98,7.85,7.87,8.07
1,963,136.58,101.29,92.32,93.97,94.37,94.57,7.20,7.28,7.35,7.41
0,370,154.25,114.19,132.41,130.77,130.11,130.03,8.63,8.89,9.11,9.29
1,891,129.89,96.16,84.22,84.95,85.04,85.30,8.71,8.69,8.83,9.08
0,367,173.41,133.21,129.98,140.94,140.85,140.93,9.27,9.47,9.67,9.94
0,488,138.89,100.12,109.30,111.61,113.22,113.36,7.62,7.70,7.89,8.06
1,469,218.83,165.57,158.56,153.62,152.52,153.08,7.67,7.65,7.74,7.84
1,382,173.57,112.98,99.32,100.28,99.79,99.95,6.84,6.68,6.68,6.75
0,6986,155.66,111.19,121.31,125.09,125.67,125.76,8.23,8.37,8.57,8.76
0,1163,136.06,91.09,98.51,102.02,103.41,103.11,7.82,7.99,8.24,8.42
1,815,156.53,108.79,99.28,101.17,101.56,101.20,7.43,7.35,7.33,7.44
1,425,192.52,155.89,139.70,142.68,142.42,142.54,8.31,8.28,8.41,8.62
1,1021,130.51,87.38,74.65,75.12,74.64,74.40,7.98,7.97,8.05,8.27
1,441,191.98,134.55,118.07,121.25,121.45,120.73,8.47,8.28,8.34,8.58
0,463,240.53,177.89,193.43,200.76,202.01,202.14,9.06,9.36,9.40,9.63
1,723,179.38,134.43,127.54,127.45,126.96,127.23,7.78,7.74,7.83,8.00
0,523,125.76,84.23,95.54,97.80,98.10,98.40,8.06,8.32,8.68,8.93
1,494,212.33,169.53,147.81,157.24,156.85,156.26,6.34,6.22,6.26,6.40
1,422,202.67,144.06,135.21,138.87,138.58,137.84,8.34,8.41,8.56,8.62
1,440,222.61,166.10,152.89,157.85,158.12,158.53,7.52,7.41,7.40,7.71
1,8478,134.13,96.65,88.32,88.79,88.65,88.50,8.18,8.14,8.18,8.32
1,1457,115.48,74.71,66.53,67.05,66.63,66.55,7.90,7.80,7.80,7.97
0,706,145.85,105.12,115.72,117.67,117.92,118.30,7.85,8.13,8.33,8.50
0,563,125.81,93.79,100.51,104.04,104.56,104.82,7.90,8.04,8.06,8.18
1,422,290.05,237.22,215.52,215.11,213.57,214.06,8.31,8.18,8.45,8.47
0,1185,138.08,93.36,101.95,103.77,103.77,104.01,8.25,8.46,8.61,8.90
0,669,175.67,125.68,139.58,142.96,143.41,143.46,8.85,8.91,9.13,9.35
1,634,139.06,89.59,75.36,76.65,76.25,76.02,9.08,9.17,9.23,9.44
1,1012,190.98,150.47,142.17,141.67,141.81,141.78,7.69,7.66,7.74,7.84
1,441,164.05,114.35,102.63,102.70,102.56,102.28,8.03,8.15,8.34,8.67
1,1097,115.24,83.60,75.46,78.47,78.75,78.72,7.93,7.97,8.05,8.15
0,759,183.04,127.46,130.06,140.10,139.87,139.95,7.80,7.95,8.19,8.42
1,632,251.50,198.76,187.87,190.64,189.94,189.86,7.98,8.03,8.18,8.18
0,1984,170.60,123.08,132.13,138.47,138.95,139.07,8.59,8.67,8.84,8.97
0,528,149.28,92.98,105.08,109.32,110.63,110.97,8.11,8.10,8.18,8.42
1,694,138.44,86.54,79.16,80.37,79.73,79.64,7.26,7.18,7.19,7.21
1,1333,124.35,100.61,95.94,96.31,96.28,96.73,8.14,8.12,8.29,8.49
1,521,114.84,61.06,46.20,45.09,44.74,44.58,6.70,6.56,6.35,6.24
1,510,219.09,156.23,149.40,152.40,152.90,153.35,9.21,9.20,9.23,9.29
1,553,171.34,122.91,103.43,107.20,106.48,106.41,7.63,7.44,7.30,7.33
0,469,136.55,92.22,104.80,106.51,106.93,106.95,8.65,8.92,9.18,9.35
1,2017,167.96,117.10,106.41,107.72,107.89,107.90,7.71,7.65,7.70,7.77
0,431,134.90,96.99,105.14,112.32,112.32,112.18,8.69,8.81,8.95,9.06
1,532,140.23,93.72,80.61,80.88,80.59,80.09,7.67,7.57,7.75,7.98
0,1863,137.20,93.47,102.27,106.04,106.64,106.59,7.83,7.93,8.05,8.21
0,452,151.62,108.24,119.01,123.75,124.61,124.81,7.51,7.72,7.85,8.13
0,711,181.67,138.58,147.60,154.51,155.00,155.13,8.03,8.05,8.30,8.45
1,511,145.11,103.48,88.66,92.77,93.66,93.59,8.91,8.95,8.85,8.91
0,2517,151.43,107.22,118.22,123.70,123.98,124.21,8.09,8.20,8.41,8.64
1,3323,123.07,82.03,73.06,73.20,72.97,72.76,7.65,7.62,7.64,7.77
1,557,159.76,127.98,107.81,122.15,122.20,121.94,8.80,8.81,8.97,9.15
1,636,117.99,85.81,74.88,74.59,74.43,74.73,7.55,7.49,7.46,7.53
0,793,149.61,102.10,114.49,115.20,115.55,115.53,8.81,8.96,9.19,9.49
0,726,126.91,82.67,89.27,92.01,92.33,92.32,8.77,8.94,9.16,9.33
1,542,192.81,150.99,135.73,133.16,133.60,133.72,7.34,7.38,7.55,7.57
1,839,259.18,204.11,188.40,190.41,191.39,191.03,8.09,8.12,8.13,8.28
1,269,187.76,122.87,117.32,114.26,114.38,114.30,7.19,7.15,7.26,7.48
1,4420,163.14,115.68,103.84,107.38,107.50,107.55,7.66,7.63,7.65,7.81
0,463,123.61,76.06,89.17,91.66,92.01,92.69,8.49,8.67,8.94,9.05
1,682,97.21,59.70,51.16,51.26,51.52,51.43,7.83,7.74,7.94,7.99
0,611,158.46,112.13,117.83,125.80,126.42,126.64,8.25,8.38,8.61,8.84
0,470,157.74,107.72,111.85,117.58,118.37,118.32,9.20,9.35,9.54,9.95
1,548,151.34,99.09,90.77,92.54,92.95,93.05,7.45,7.44,7.53,7.68
0,2999,149.07,104.92,115.02,118.63,119.08,119.16,8.24,8.35,8.50,8.70
1,2023,119.63,81.76,72.57,76.59,76.80,76.80,7.97,7.88,7.93,8.04
1,506,129.26,80.49,69.98,70.72,70.80,70.77,7.37,7.23,7.26,7.31
1,1585,131.84,91.18,83.99,83.44,83.46,83.63,8.86,8.87,8.99,9.10
1,9379,127.20,91.22,84.20,84.88,84.73,84.60,8.38,8.38,8.48,8.60
0,506,138.55,97.65,111.81,111.59,111.46,111.72,8.98,9.24,9.36,9.54
1,935,153.20,103.70,93.35,94.52,94.28,94.37,8.50,8.42,8.59,8.85
0,403,124.56,91.92,92.36,99.29,100.90,100.92,8.25,8.20,8.47,8.64
1,737,141.96,99.71,91.40,89.29,88.14,88.54,7.69,7.58,7.62,7.76
0,1364,145.90,95.54,104.56,107.35,108.03,107.91,8.36,8.48,8.69,8.79
0,504,147.14,103.12,112.10,111.41,112.34,112.40,7.88,8.02,8.22,8.38
0,1730,133.46,93.89,101.96,105.89,106.21,106.27,7.97,8.02,8.22,8.46
1,2644,152.74,105.98,95.50,97.14,96.83,96.73,8.21,8.15,8.15,8.18
1,355,106.90,75.59,64.82,63.06,63.08,63.03,7.95,7.76,7.86,7.86
1,479,250.23,194.53,176.59,182.17,184.42,184.54,7.91,7.84,7.97,8.06
1,1457,90.12,61.43,55.99,56.85,57.00,57.02,7.76,7.74,7.76,7.99
0,11493,149.86,103.85,112.89,116.80,117.46,117.51,8.31,8.46,8.64,8.83
0,941,164.86,118.37,126.03,130.89,131.44,131.50,8.07,8.22,8.42,8.63
0,699,146.71,98.19,106.24,113.56,113.52,113.35,8.68,8.79,8.99,9.12
0,2885,147.10,102.33,110.32,114.79,115.58,115.77,8.02,8.22,8.40,8.56
0,181,131.55,94.19,106.92,105.52,106.58,106.66,8.30,8.41,8.79,8.98
1,505,244.93,185.84,175.30,180.37,180.35,180.94,7.54,7.65,7.54,7.57
0,429,238.95,180.49,189.83,197.68,197.56,197.53,8.70,8.77,8.92,8.94
0,1501,163.30,114.54,128.27,131.75,131.88,131.96,7.68,7.74,7.85,7.99
0,376,113.10,75.59,83.74,87.14,87.07,86.78,7.58,7.80,7.86,7.88
1,461,161.23,110.78,96.77,95.04,95.63,95.79,7.53,7.63,7.70,7.69
1,752,189.02,142.15,126.64,129.34,129.96,130.01,8.50,8.53,8.63,8.86
0,433,132.75,96.84,108.26,113.51,114.31,115.18,7.50,7.61,7.78,8.00
1,3116,119.06,83.49,75.28,77.48,77.54,77.60,8.38,8.41,8.50,8.62
1,2111,233.35,165.57,150.57,157.90,157.99,158.27,7.99,8.03,8.14,8.31
1,4227,138.69,98.69,91.33,93.37,93.69,93.88,8.60,8.72,8.79,8.94
1,1469,246.96,204.17,194.36,198.09,197.90,198.09,10.26,10.38,10.61,10.79
0,925,152.65,110.30,121.51,126.21,127.59,127.49,8.22,8.46,8.63,8.81
0,3304,148.82,105.02,115.52,119.28,119.68,119.73,8.42,8.63,8.72,8.92
1,711,122.65,79.90,74.24,72.72,72.55,72.65,7.51,7.40,7.42,7.56
0,1695,172.26,117.04,125.54,131.06,131.42,131.59,8.08,8.22,8.41,8.63
1,2027,163.93,116.27,110.15,111.30,111.50,111.53,8.37,8.32,8.48,8.60
1,874,147.15,112.22,97.75,101.46,101.32,101.17,6.84,6.79,6.81,6.81
0,4512,151.12,103.92,112.79,117.52,118.21,118.38,8.11,8.21,8.37,8.59
1,3370,127.15,89.72,82.67,84.34,84.79,84.90,7.64,7.58,7.68,7.82
1,1381,221.83,171.82,158.15,161.31,160.85,160.88,7.40,7.27,7.30,7.37
1,853,121.03,71.84,61.85,63.06,62.97,62.82,7.40,7.32,7.31,7.44
0,1275,142.21,96.58,105.93,110.25,110.34,110.90,8.64,8.71,8.93,9.16
1,1334,106.08,73.71,65.35,65.34,65.27,65.25,8.19,8.13,8.15,8.32
0,534,141.80,96.16,105.28,107.59,108.06,108.20,9.62,9.85,10.08,10.17
1,554,193.47,146.06,139.59,141.66,141.31,141.51,7.58,7.54,7.59,7.57
0,1810,156.48,106.95,113.94,119.49,120.27,120.36,8.53,8.67,8.92,9.23
0,821,181.08,122.71,127.47,134.27,134.65,134.92,7.67,7.76,7.93,8.03
1,1105,108.15,71.16,63.50,63.05,63.42,63.37,8.05,7.89,7.92,8.03
0,2425,153.03,104.50,115.68,119.92,120.84,120.83,7.77,7.88,8.03,8.19
0,1311,161.65,114.18,122.45,130.18,130.51,130.65,7.45,7.54,7.70,7.81
1,503,212.92,159.35,152.60,156.27,156.47,157.45,9.30,9.30,9.39,9.68
0,574,142.79,102.28,108.51,116.83,117.04,116.89,8.88,9.02,9.20,9.58
1,894,131.66,98.50,90.85,91.26,91.18,91.50,7.23,7.20,7.14,7.27
1,649,181.71,144.26,135.43,142.79,143.24,143.34,8.83,8.83,9.06,9.30
1,11998,150.89,120.47,112.26,114.06,114.07,114.13,8.27,8.23,8.32,8.45
1,541,236.23,174.44,155.09,161.63,161.36,160.80,7.96,7.99,8.16,8.21
1,2320,181.78,142.99,131.61,135.00,134.80,135.15,7.84,7.80,7.89,7.97
0,1031,162.72,114.98,122.42,126.71,127.28,127.48,8.62,8.73,8.96,9.06
1,423,138.41,94.41,84.23,86.06,87.17,87.32,7.86,7.90,8.02,8.15
0,830,146.93,100.65,106.49,109.23,109.92,110.39,8.62,8.78,8.94,9.04
0,883,136.79,91.01,97.61,102.54,102.96,103.09,8.28,8.37,8.63,8.80
0,462,161.96,114.10,123.63,131.22,130.71,130.70,8.89,9.05,9.29,9.65
1,492,166.28,108.94,91.15,93.91,94.06,94.33,7.13,7.07,7.08,7.23
1,853,248.02,174.24,147.58,153.39,153.34,153.59,7.10,7.00,7.04,7.14
1,2272,175.34,139.41,127.42,132.16,131.96,132.40,8.13,8.09,8.21,8.28
1,462,162.50,120.95,101.47,105.47,106.49,106.33,8.37,8.46,8.45,8.62
1,523,161.09,112.86,97.67,106.38,106.93,106.79,8.13,8.07,8.21,8.45
0,920,147.16,101.99,108.92,112.70,113.42,113.58,8.22,8.30,8.49,8.63
1,477,159.48,117.32,109.72,108.94,109.53,109.68,8.67,8.72,8.93,8.94
0,1313,132.94,91.63,100.94,106.98,107.28,107.37,8.04,8.13,8.36,8.44
0,15812,144.19,99.97,109.09,113.13,113.74,113.88,8.28,8.41,8.59,8.78
0,604,143.78,93.80,107.27,108.09,109.05,109.38,7.47,7.57,7.68,7.92
1,565,161.80,115.22,107.89,109.83,109.53,109.74,8.28,8.18,8.53,8.78
0,1622,129.51,87.06,96.47,97.53,97.94,98.10,7.80,7.95,8.12,8.19
1,367,110.12,65.15,55.77,56.10,55.14,55.20,8.20,8.05,8.15,8.27
1,1556,163.89,126.89,115.54,114.82,114.99,114.91,7.56,7.58,7.65,7.70
0,447,141.87,108.51,117.77,119.14,120.53,121.42,7.67,7.85,8.12,8.28
0,560,157.65,103.49,115.79,117.28,117.53,117.55,8.89,9.02,9.24,9.47
0,626,168.21,119.89,128.46,136.72,136.76,136.91,7.90,7.99,8.21,8.50
0,1487,147.64,101.76,113.42,116.27,117.16,117.36,8.24,8.47,8.70,8.94
1,2670,175.90,130.45,118.91,120.11,120.43,120.63,8.86,8.81,8.89,9.04
0,425,96.67,70.83,76.12,81.89,82.93,83.06,7.67,7.69,8.01,8.11
1,834,155.55,119.03,110.67,113.91,113.91,113.78,6.90,6.84,6.96,7.05
1,356,196.34,137.26,132.93,130.88,131.24,131.14,7.82,7.85,7.91,8.16
1,238,106.64,82.25,72.52,72.68,72.99,72.81,8.34,8.25,8.56,8.71
1,1112,227.53,186.57,178.05,183.24,183.39,183.19,7.68,7.68,7.75,7.95
1,453,149.81,105.94,102.81,99.57,99.71,99.57,8.16,8.32,8.24,8.19
0,394,140.50,104.41,106.35,116.00,117.11,117.36,7.62,7.66,7.80,7.95
0,454,110.90,83.22,89.17,94.14,95.20,95.23,8.00,8.18,8.29,8.34
0,663,139.81,96.58,105.19,109.87,110.30,110.35,8.56,8.56,8.92,9.23
1,450,323.11,284.20,263.61,267.68,269.30,270.05,7.75,7.60,7.68,7.89
1,6166,102.77,68.64,59.81,59.66,59.64,59.62,7.98,7.96,8.07,8.19
1,628,193.84,151.22,141.21,144.41,144.63,144.58,7.23,7.19,7.39,7.46
0,344,153.45,108.34,120.98,122.17,122.47,122.95,8.93,9.10,9.28,9.47
0,1658,137.16,93.52,100.07,105.48,105.98,106.06,8.25,8.40,8.59,8.77
0,3117,144.06,99.95,107.66,112.69,113.15,113.35,8.31,8.46,8.63,8.80
0,773,167.17,121.62,127.87,135.59,135.94,136.13,7.74,7.94,8.13,8.21
0,415,165.48,116.76,125.81,132.86,133.24,133.24,9.13,9.09,9.47,9.63
0,296,169.36,127.44,139.71,146.00,145.44,145.50,9.36,9.52,9.75,9.73
0,936,161.31,115.11,127.45,130.23,130.71,130.75,8.39,8.59,8.87,9.13
0,430,166.75,106.60,118.68,119.25,120.07,120.04,8.58,8.67,8.98,9.25
0,794,180.91,122.57,134.52,138.97,139.10,139.51,8.40,8.51,8.62,8.84
0,9232,156.46,110.71,120.42,124.70,125.19,125.32,8.32,8.45,8.64,8.84
0,460,138.67,92.41,100.78,107.55,107.94,107.73,9.36,9.55,9.81,9.94
1,339,153.96,88.63,79.42,79.77,78.81,78.43,7.10,7.05,6.94,6.95
1,542,165.41,145.06,134.48,142.02,142.48,142.57,8.76,8.88,8.98,9.13
1,461,162.76,128.05,101.37,109.69,108.86,108.80,9.88,9.84,9.89,10.21
0,347,229.85,168.34,186.88,185.96,185.84,186.65,8.21,8.14,8.38,8.54
0,594,127.05,89.03,100.44,101.92,102.34,103.14,7.85,7.86,7.99,8.22
0,593,129.24,86.25,95.09,98.12,98.66,98.68,7.95,8.14,8.39,8.54
1,730,132.79,86.80,75.73,78.30,78.70,78.48,8.02,7.97,8.01,8.09
0,486,120.02,83.62,97.82,99.91,100.59,100.59,8.17,8.32,8.44,8.71
0,476,159.94,104.47,120.54,126.09,125.99,125.97,7.49,7.52,7.68,7.90
1,482,143.69,95.20,82.80,87.12,87.62,87.80,7.07,7.08,7.15,7.11
0,1210,176.95,123.82,135.77,138.67,139.17,139.21,8.94,9.00,9.32,9.57
0,4314,151.20,110.88,122.78,126.61,127.42,127.59,8.02,8.12,8.29,8.49
1,1052,174.76,95.43,77.31,76.25,74.41,74.61,7.23,7.06,7.08,7.12
0,809,146.95,103.90,110.47,118.42,119.10,119.12,7.98,8.04,8.27,8.49
1,3164,127.46,86.86,76.51,76.52,76.21,76.27,7.03,7.03,7.06,7.19
1,634,150.78,112.41,103.27,105.49,105.01,104.84,8.17,8.15,8.16,8.27
0,748,179.22,119.08,127.30,135.08,135.08,135.22,8.36,8.52,8.67,8.76
0,170,161.24,117.75,134.66,137.48,138.14,138.17,8.10,8.25,8.45,8.79
0,416,142.62,95.80,105.63,108.96,109.75,110.10,8.59,8.76,8.75,9.14
1,701,124.77,81.97,72.90,76.61,76.83,76.97,7.30,7.14,7.19,7.31
0,1603,137.23,99.04,107.22,110.53,111.06,111.15,7.97,8.05,8.24,8.43
1,205,221.26,156.90,142.65,137.55,137.21,137.00,6.25,6.13,6.10,6.19
0,1052,164.11,118.71,125.94,133.68,135.58,135.76,7.79,7.79,7.91,8.17
1,400,201.92,154.05,153.86,150.40,151.70,152.26,6.37,6.35,6.35,6.44
1,2006,143.14,95.76,86.66,87.99,88.11,88.37,7.93,7.92,7.97,8.08
1,1190,157.35,114.86,106.99,107.40,107.77,107.69,7.41,7.38,7.44,7.56
1,624,109.17,69.72,64.42,65.66,65.74,65.78,8.08,8.02,8.12,8.41
0,358,224.20,178.29,188.54,193.70,194.58,194.49,9.43,9.75,10.02,10.30
1,437,103.49,71.90,63.80,64.86,64.76,65.16,7.72,7.63,7.76,7.86
0,447,148.56,107.04,114.46,117.62,118.60,118.36,8.58,8.47,8.52,8.58
1,527,159.41,103.38,89.10,91.18,91.34,91.22,6.02,6.07,6.14,6.24
0,418,224.28,158.27,166.59,174.56,174.32,174.38,8.74,8.89,9.17,9.34
0,672,144.14,100.75,112.54,116.06,115.70,115.84,8.01,8.18,8.36,8.45
0,638,133.19,88.28,99.41,101.56,102.29,102.19,8.40,8.59,8.77,9.04
1,676,116.61,80.37,72.60,74.93,74.89,74.89,7.73,7.54,7.59,7.75
0,671,125.97,88.44,94.92,96.03,96.82,97.00,8.23,8.27,8.42,8.70
1,533,165.25,125.73,114.34,115.47,116.11,116.46,7.78,7.84,7.92,8.05
0,1212,156.47,116.74,124.47,128.11,128.99,129.37,8.34,8.48,8.69,8.95
1,941,191.48,135.96,121.27,121.39,120.23,120.12,6.46,6.44,6.45,6.49
1,1083,134.75,86.29,74.06,72.96,72.57,72.34,7.61,7.53,7.52,7.61
0,486,163.03,111.78,126.58,136.14,136.25,136.29,9.05,9.20,9.33,9.67
0,3316,148.81,105.24,114.34,117.85,118.57,118.71,8.06,8.17,8.31,8.44
0,919,146.61,101.02,111.31,112.71,113.03,113.07,8.20,8.37,8.49,8.67
1,799,176.56,130.10,113.57,116.36,115.76,115.65,8.12,8.11,8.17,8.35
0,475,126.18,80.59,89.27,89.56,90.70,90.65,7.88,8.07,8.34,8.60
0,521,144.14,90.88,101.07,102.46,103.25,103.43,7.94,8.06,8.26,8.38
0,344,111.01,69.82,79.60,83.18,84.38,84.20,8.17,8.33,8.43,8.61
1,3835,113.59,76.70,68.37,69.88,69.78,69.79,7.90,7.89,7.91,8.03
1,1338,114.28,74.22,65.46,65.43,65.53,65.63,7.49,7.38,7.37,7.39
1,408,185.17,147.04,138.83,138.34,138.81,138.98,8.02,8.03,8.11,8.31
1,490,150.31,113.61,101.62,101.00,101.44,101.42,6.54,6.56,6.62,6.77
0,505,189.11,140.33,154.28,157.10,157.06,157.42,8.42,8.57,8.73,8.92
1,435,249.53,229.39,212.96,225.67,226.14,226.44,8.37,8.33,8.32,8.47
0,598,155.01,107.88,121.86,124.19,124.27,124.65,8.31,8.41,8.56,8.61
0,213,167.43,121.85,127.83,126.26,127.20,128.09,8.21,8.34,8.69,8.83
0,413,123.08,89.23,99.17,103.41,103.58,103.81,7.64,7.85,7.98,8.32
1,392,214.01,172.48,159.75,160.89,162.23,161.57,8.20,8.04,8.24,8.56
0,1157,133.17,96.81,106.49,110.06,110.66,110.66,8.21,8.33,8.47,8.66
1,442,187.92,137.07,124.54,130.00,130.09,129.61,6.98,6.82,6.77,6.90
1,229,232.55,205.64,169.71,192.80,192.84,192.87,7.82,7.85,7.88,8.23
0,1301,151.86,102.56,110.28,116.40,116.61,116.50,8.40,8.48,8.64,8.77
1,482,143.03,98.64,82.48,84.72,84.55,84.96,8.03,7.89,7.94,8.14
0,1902,148.70,105.63,116.13,120.69,121.22,121.50,8.53,8.77,8.97,9.18
1,1219,156.85,104.24,91.06,93.18,93.29,93.33,7.61,7.63,7.67,7.70
0,528,142.70,100.71,106.93,109.24,109.64,109.80,8.78,8.97,9.11,9.34
1,1406,130.56,89.91,83.75,83.79,83.40,83.45,7.85,7.87,8.00,8.07
