Label,W3,W4
0,77.74,86.53
1,71.95,59.23
1,123.86,111.68
0,85.65,97.95
1,81.98,71.19
1,120.64,103.97
1,68.19,57.54
1,98.28,86.28
0,71.89,81.37
0,76.91,86.15
1,74.33,47.40
0,70.03,78.84
1,67.51,53.17
1,93.30,81.35
0,73.77,83.76
1,59.99,43.79
1,90.45,65.57
1,70.30,57.71
0,70.44,79.46
1,100.41,88.48
0,74.00,83.60
1,98.67,86.39
0,81.29,91.94
0,73.89,83.43
1,76.51,62.81
0,69.75,79.43
0,77.31,87.05
1,78.95,66.58
0,77.52,86.54
1,73.41,61.65
1,96.69,82.51
1,96.05,80.98
1,106.32,92.77
1,63.84,48.51
0,72.69,83.04
1,82.12,64.60
0,71.60,80.64
0,75.73,86.20
0,67.91,78.14
1,73.60,60.39
1,95.11,86.53
1,62.37,51.57
1,107.36,97.00
1,111.84,96.57
0,81.73,92.49
1,88.05,77.07
0,81.49,92.26
0,76.47,85.90
0,73.33,83.61
1,97.63,79.29
0,81.31,91.47
1,63.18,43.03
1,102.64,79.01
0,78.63,87.45
0,75.55,86.26
0,75.62,86.96
0,74.29,83.68
1,81.05,61.47
0,74.53,85.76
1,68.85,55.29
1,81.51,71.57
1,50.68,37.65
1,93.52,83.44
1,61.31,48.23
0,68.04,77.42
0,73.13,82.15
0,76.17,85.25
1,56.85,34.04
1,85.29,70.06
1,85.74,72.45
0,76.00,85.98
0,76.34,86.12
0,76.93,86.64
0,72.19,81.03
0,79.96,89.96
0,75.03,86.39
0,73.05,81.70
0,76.84,86.07
0,72.58,82.10
0,74.76,84.11
0,73.60,84.23
1,97.84,80.44
1,90.51,76.39
1,71.99,54.22
0,73.60,81.88
0,77.26,87.35
0,82.82,94.70
1,96.50,84.08
0,76.12,86.47
0,69.16,78.03
1,81.29,69.29
0,84.25,94.09
0,77.14,86.85
1,77.18,67.07
0,70.26,79.71
1,85.79,71.01
1,110.73,95.49
0,77.06,85.08
0,74.98,84.83
0,75.12,83.88
1,76.51,59.35
0,78.28,87.16
1,76.12,65.74
0,74.22,84.74
1,62.07,53.59
1,86.14,74.13
1,88.69,77.73
1,107.56,96.98
0,79.18,88.52
1,123.18,108.89
0,75.77,86.46
1,70.25,58.95
0,74.54,83.43
0,75.73,86.24
0,75.93,85.74
1,104.73,89.94
0,68.44,76.82
1,85.50,74.01
0,74.86,82.97
1,67.88,50.39
1,69.16,56.93
0,70.11,78.67
0,76.45,85.95
0,80.79,92.56
1,154.91,139.95
0,71.49,79.82
0,75.45,85.45
0,73.16,81.81
1,77.40,63.43
1,67.10,52.63
1,99.46,86.96
1,79.99,68.90
0,73.54,83.73
1,86.52,58.83
0,74.42,84.30
0,70.12,79.41
0,78.50,88.37
1,132.99,119.12
0,81.16,89.05
1,84.28,70.61
1,66.82,56.43
0,75.42,86.11
1,78.91,68.16
0,76.17,85.40
1,117.90,103.73
0,73.24,81.94
1,105.36,94.18
0,69.82,78.48
1,80.80,62.52
1,58.55,48.01
1,96.36,86.42
0,72.74,83.07
0,78.29,86.97
1,73.33,62.51
0,86.04,95.72
0,82.23,93.95
1,85.40,69.32
1,62.53,47.08
1,50.09,35.94
1,73.89,62.11
1,68.53,55.46
0,76.24,87.18
0,82.85,93.27
0,73.91,82.61
1,96.29,82.01
1,74.81,60.69
0,73.17,81.66
0,78.38,86.91
0,73.86,83.17
0,74.42,83.67
0,77.19,85.86
1,76.22,63.31
1,56.70,36.91
0,79.93,91.08
0,64.81,72.30
0,74.61,82.37
1,59.85,43.78
0,78.73,87.27
0,67.40,75.87
1,89.62,72.62
1,75.04,64.46
1,120.89,100.85
1,69.02,59.93
1,84.52,73.51
1,66.15,51.49
1,63.64,44.67
0,78.82,88.06
1,63.72,44.78
1,76.97,67.56
0,73.56,83.78
1,87.96,77.76
0,76.55,87.70
1,75.14,65.76
1,76.66,68.02
0,81.88,92.52
1,62.92,46.28
0,77.96,88.51
0,77.39,85.77
1,65.95,49.06
0,80.91,91.67
0,79.18,87.96
0,76.21,86.49
1,110.09,85.76
0,74.69,84.63
1,85.06,74.21
0,76.09,85.58
1,123.40,105.61
0,78.74,88.87
0,72.70,83.16
1,99.53,81.27
1,85.80,75.04
1,86.03,74.29
0,64.33,73.14
0,71.77,81.64
1,66.76,56.63
0,73.16,84.48
1,89.85,74.19
1,90.57,83.27
0,84.73,94.64
0,73.14,82.88
0,80.15,89.43
0,76.11,86.29
1,94.51,84.33
0,68.98,77.58
1,115.72,102.35
1,83.50,73.56
1,86.18,76.94
0,71.44,78.87
1,77.54,68.10
1,56.27,30.73
1,91.72,75.21
0,71.79,82.19
0,72.97,84.09
0,75.30,83.88
0,77.65,88.23
1,75.84,59.94
1,57.32,46.31
0,72.91,83.25
1,60.21,49.07
1,76.29,67.76
1,92.11,51.30
1,72.76,60.90
1,94.75,80.81
1,91.30,76.68
0,75.52,83.99
0,70.48,79.28
1,106.98,95.34
1,71.03,62.18
0,69.92,78.54
1,73.44,59.57
0,81.04,91.83
1,61.13,51.29
0,78.52,88.95
1,73.51,61.66
1,81.37,71.65
0,74.23,84.75
1,63.81,55.63
1,72.42,61.19
0,73.93,84.39
1,101.89,88.75
1,120.81,106.85
0,84.30,98.60
0,67.63,76.36
1,72.26,54.40
0,78.37,87.97
1,79.36,68.36
1,111.79,99.23
1,82.64,67.49
0,74.59,84.25
1,65.14,56.61
1,83.19,75.68
1,98.21,79.42
1,102.14,85.37
1,62.58,54.43
0,76.27,84.22
0,74.44,82.72
1,81.58,68.99
0,74.92,84.89
1,100.04,84.80
0,74.41,85.22
0,77.32,85.91
0,70.31,78.41
0,79.29,90.21
1,59.85,48.19
0,74.75,83.70
1,50.49,38.77
0,78.62,88.55
0,83.08,94.80
0,77.54,88.36
1,88.23,78.99
1,91.81,74.59
1,64.48,54.39
1,44.84,30.04
1,59.87,43.66
0,68.36,76.59
0,73.68,81.96
0,82.01,93.91
0,76.45,87.36
0,75.71,83.49
0,67.37,76.16
1,87.84,72.50
0,69.30,78.66
1,58.58,50.85
0,74.31,84.30
1,91.78,78.90
1,76.37,65.42
1,78.22,62.85
1,125.87,111.65
1,91.69,79.10
1,79.71,67.75
1,89.65,73.80
1,56.97,42.00
0,77.84,89.40
1,73.74,63.91
1,72.08,62.00
0,78.73,89.29
1,93.84,78.49
0,70.49,81.25
0,75.89,86.42
1,74.22,63.84
0,74.85,85.69
0,83.21,92.91
0,72.43,82.08
0,78.88,88.24
0,73.43,82.81
0,79.38,88.63
1,103.29,90.27
0,75.68,85.31
0,74.88,85.77
0,79.69,90.72
0,79.80,90.58
1,64.56,52.94
1,55.39,46.34
0,78.37,87.00
0,77.16,86.46
0,80.18,91.71
0,76.47,86.43
0,77.51,86.55
1,87.41,76.47
0,73.29,82.38
0,76.53,85.21
0,82.89,91.15
0,70.93,78.36
1,72.21,61.52
0,76.72,86.45
0,73.06,83.11
1,97.41,79.91
1,112.73,101.72
0,73.96,83.94
0,83.15,92.48
0,74.43,83.95
0,70.77,80.77
1,68.00,58.25
0,74.17,83.95
0,75.90,84.67
0,76.64,86.70
0,70.61,79.25
0,80.59,91.27
0,77.01,86.70
1,61.43,49.08
1,83.72,75.93
1,78.61,68.09
1,99.47,86.85
1,76.75,66.79
1,88.51,76.59
0,72.39,80.31
0,79.23,89.18
1,53.21,33.88
1,87.78,72.90
0,74.17,83.63
0,75.38,85.47
0,75.69,85.53
0,79.83,94.47
1,63.49,49.67
1,91.58,78.50
0,70.35,78.75
1,86.74,74.16
0,70.34,80.34
0,79.62,89.57
0,70.68,79.39
1,128.67,111.62
0,66.04,74.20
1,134.28,118.78
0,75.59,85.44
1,49.29,27.41
1,67.48,58.46
0,76.88,86.83
0,77.01,86.84
0,72.45,81.12
1,76.29,65.70
0,74.49,84.04
1,97.27,82.75
1,55.86,38.18
1,79.01,67.38
0,74.41,84.44
1,60.96,45.08
1,109.41,94.44
0,78.43,86.98
0,69.43,78.38
1,69.42,58.26
0,74.02,84.47
1,88.43,77.35
1,107.20,93.70
0,77.37,85.30
0,69.50,78.41
1,71.14,56.33
1,86.55,73.71
1,108.25,93.70
0,74.04,84.08
1,82.30,73.54
0,67.46,75.80
1,128.59,113.20
1,72.24,61.07
1,74.59,49.78
1,82.36,68.93
0,84.32,95.88
0,79.07,89.80
1,90.74,78.13
1,105.82,91.45
1,77.21,57.91
0,79.49,88.71
1,87.76,78.71
1,91.53,82.24
1,71.57,60.07
1,71.72,62.59
0,73.13,82.32
1,81.12,60.48
1,61.05,46.15
1,106.17,91.81
1,53.17,44.19
0,78.41,88.69
0,72.09,81.68
1,90.70,82.10
0,72.43,82.13
1,76.42,59.19
1,65.28,55.29
0,72.86,82.22
0,71.88,81.00
0,68.23,77.15
1,73.87,63.77
1,73.50,63.85
1,77.17,66.37
0,75.28,85.92
1,79.48,71.70
1,78.46,63.14
0,77.18,86.56
0,75.84,85.84
0,80.25,90.42
1,91.84,76.88
0,73.64,82.16
0,82.43,94.67
0,79.89,90.53
1,74.79,66.39
1,79.94,63.07
0,76.51,86.76
0,72.03,81.29
0,77.15,87.56
1,56.05,46.43
1,75.34,63.30
0,72.01,78.96
1,91.15,81.91
0,70.25,79.24
1,101.98,88.99
0,75.73,86.02
0,78.83,87.46
0,74.35,85.36
0,68.89,78.02
1,85.21,72.62
1,133.02,119.62
0,70.28,81.01
0,74.13,82.81
0,78.43,88.59
0,72.76,81.72
1,87.73,74.53
1,100.26,84.38
1,68.76,57.42
0,71.03,81.29
0,77.74,87.84
0,71.15,81.00
1,96.44,85.84
0,84.46,95.18
1,88.00,67.33
0,72.11,81.32
0,76.81,87.52
1,142.95,133.26
0,70.83,79.24
0,79.80,90.41
1,85.95,74.25
1,90.80,72.56
1,85.07,61.28
1,87.50,75.31
0,68.35,76.77
1,121.24,107.02
1,84.14,68.81
1,60.09,42.77
1,76.97,62.56
0,79.36,91.19
1,102.56,85.63
1,88.71,69.12
0,69.83,79.24
0,79.37,89.56
0,73.21,82.00
1,60.82,43.08
1,47.66,19.99
0,76.55,87.04
0,74.06,83.28
1,125.79,111.26
1,103.88,94.05
0,80.19,90.63
0,73.50,83.85
1,102.74,90.73
1,85.64,69.25
0,77.52,87.68
1,105.34,81.57
1,69.72,53.41
0,72.65,82.78
1,79.13,65.46
1,119.59,105.29
1,95.23,83.47
0,77.63,87.16
0,76.82,87.46
0,78.69,88.31
1,118.67,100.12
1,89.31,80.73
0,73.01,82.83
1,101.44,87.81
1,58.62,50.11
1,102.90,85.49
1,71.68,59.78
0,69.65,78.83
1,68.25,50.94
0,71.18,79.97
1,93.90,81.82
1,79.55,70.92
0,75.90,84.81
0,75.38,83.05
0,77.09,86.82
0,68.66,78.36
1,82.85,71.74
0,76.20,85.58
1,73.04,63.25
1,106.44,72.39
0,76.68,86.58
0,82.87,93.46
0,77.29,88.08
1,86.80,63.07
1,91.34,78.64
0,71.65,79.32
0,76.41,85.10
0,75.69,85.41
0,70.00,80.85
0,76.21,86.00
1,74.52,60.18
1,61.07,50.98
0,76.01,86.33
1,78.74,70.66
0,70.50,79.18
0,74.78,82.95
1,68.28,58.05
1,84.04,76.78
1,101.60,86.06
1,109.64,96.20
1,99.10,87.08
0,75.93,85.39
0,74.15,83.77
0,69.04,78.32
0,70.34,79.81
1,86.58,74.76
0,72.43,81.97
1,66.77,57.42
1,82.53,69.82
1,67.29,58.93
0,75.49,86.02
0,74.92,84.39
0,72.35,81.16
1,73.45,62.72
0,81.19,92.35
0,75.28,86.13
1,112.11,93.16
0,73.34,82.24
0,71.02,78.78
1,102.59,85.95
0,81.41,92.13
0,71.07,80.69
1,70.74,56.76
0,75.24,84.11
0,78.01,87.51
0,73.50,82.81
1,50.53,30.64
1,89.85,72.06
1,75.12,64.04
0,73.06,82.46
1,85.78,70.18
1,81.00,64.38
1,88.15,75.79
0,71.86,81.82
1,68.49,55.79
1,51.65,36.38
0,78.19,90.02
1,69.18,58.23
0,78.43,87.62
0,76.99,85.44
0,76.48,86.74
0,73.90,81.61
1,45.73,31.71
1,65.22,54.62
1,111.98,101.87
0,80.22,90.46
1,78.10,42.37
1,73.66,64.51
0,80.69,90.26
1,87.82,76.80
0,75.37,85.63
0,76.27,86.54
1,100.12,90.57
1,95.18,79.96
0,73.73,82.86
0,80.75,91.95
1,84.51,74.82
1,73.40,61.33
1,83.39,72.04
1,93.14,76.69
1,78.49,62.52
0,72.62,81.53
0,67.23,76.54
1,106.68,96.80
1,106.71,92.80
0,73.73,84.19
0,81.43,91.16
0,72.46,81.87
1,81.40,74.11
0,68.20,77.85
1,76.77,67.47
0,73.24,81.38
0,83.40,94.21
0,77.81,86.72
0,77.88,86.85
1,66.40,49.10
1,60.09,47.64
0,81.66,93.55
0,73.96,82.41
0,82.37,92.72
1,87.99,78.09
1,72.96,58.03
1,94.10,79.63
1,80.61,71.25
0,81.71,91.83
1,77.51,66.47
0,77.01,88.48
0,75.60,83.54
1,62.43,53.62
1,45.41,27.23
0,79.04,86.52
1,110.97,102.25
1,63.68,51.29
0,73.91,82.48
1,124.48,111.40
0,73.06,84.01
1,87.92,71.89
0,71.00,78.96
0,84.09,94.10
0,68.08,79.54
0,74.55,82.60
0,73.58,81.92
1,98.39,76.64
0,73.69,82.82
1,105.06,93.34
1,78.84,64.97
1,54.94,38.84
0,70.40,79.80
0,76.53,87.04
0,72.87,82.13
0,72.64,81.96
1,84.09,72.54
0,78.27,88.46
1,95.97,81.04
0,79.15,88.33
1,71.29,62.40
0,73.85,83.71
0,82.14,92.61
1,99.94,85.68
0,77.63,87.50
0,74.67,83.33
0,73.89,82.78
0,74.31,84.73
0,64.64,73.17
1,142.35,130.18
0,69.98,79.62
1,69.61,58.70
1,70.96,54.40
0,73.29,82.77
0,75.46,85.22
1,72.79,60.93
1,75.08,61.47
0,83.17,94.09
1,93.62,82.28
1,61.47,50.54
0,71.53,81.05
1,95.74,77.63
1,112.35,95.30
0,74.32,82.46
1,88.68,71.16
0,84.36,94.27
1,79.34,69.38
0,82.54,91.69
0,80.50,87.91
0,70.65,79.03
0,70.98,79.87
0,74.25,82.05
1,76.16,59.20
1,85.51,71.03
1,116.31,103.15
0,78.86,87.54
1,87.95,77.29
1,68.16,58.58
0,74.17,83.79
1,75.15,65.33
1,81.94,68.49
1,99.93,87.38
0,76.73,86.57
0,72.99,82.29
1,64.60,54.95
1,86.34,75.97
0,85.65,94.97
1,74.94,63.75
1,67.35,55.24
0,74.23,84.60
0,76.48,86.67
0,76.27,87.20
0,77.02,85.16
0,81.44,90.10
0,68.05,76.18
0,76.18,85.81
1,77.58,68.91
0,79.24,89.85
0,70.08,78.26
1,68.50,59.37
1,101.28,84.23
1,74.51,65.07
1,78.97,65.98
0,68.55,78.35
0,73.50,82.24
0,72.52,82.89
1,98.33,88.42
0,72.78,81.57
1,84.19,71.41
1,93.48,81.95
0,78.58,88.93
0,67.02,76.15
1,68.57,55.99
1,74.99,65.23
0,73.47,81.83
0,67.45,76.57
0,73.38,82.66
1,71.45,57.92
1,69.64,57.23
1,79.25,68.96
1,71.71,59.99
1,120.34,110.55
1,115.09,102.62
0,76.28,84.88
1,84.48,73.88
1,99.03,80.46
1,64.76,47.19
1,69.54,59.37
1,89.50,77.90
1,68.65,56.59
0,73.87,82.81
1,83.60,71.05
1,81.06,67.98
1,73.06,63.14
1,80.41,50.20
0,70.14,80.47
1,92.06,85.50
1,75.55,58.36
0,77.65,86.62
0,77.67,86.82
0,71.41,80.81
0,88.95,100.88
1,97.20,81.70
0,71.79,81.96
0,83.31,93.25
0,81.85,91.93
1,95.43,85.81
1,72.17,63.83
1,78.31,67.20
1,106.87,91.79
0,71.74,80.64
1,99.00,85.72
1,65.20,52.84
0,76.39,85.78
0,73.57,82.78
1,66.64,55.18
1,85.09,72.69
0,77.85,86.63
1,75.76,64.81
0,75.15,84.13
1,78.75,64.46
1,68.66,57.64
0,75.22,85.05
1,72.91,61.35
0,78.39,87.49
1,91.24,76.97
1,74.39,54.65
1,123.21,105.84
0,78.50,89.32
0,76.56,85.91
1,76.49,66.48
1,73.65,62.71
1,103.02,88.67
0,72.47,81.45
0,74.70,85.32
1,85.76,74.30
0,74.35,83.34
0,74.41,83.46
1,81.88,65.52
1,51.21,37.64
1,95.51,76.83
0,66.46,76.55
1,98.50,84.56
1,90.95,79.46
0,74.48,84.08
0,73.70,82.52
0,75.75,84.84
1,73.66,59.70
1,75.40,66.65
0,77.25,86.72
0,75.67,84.18
0,76.43,85.65
0,79.57,89.06
1,64.71,52.12
1,93.11,78.77
0,76.55,86.11
1,86.57,77.39
1,62.70,49.99
0,75.82,86.20
0,71.14,80.99
1,85.24,73.77
0,72.22,82.14
1,85.36,71.07
0,68.06,76.92
1,94.88,83.71
1,75.70,63.74
0,75.36,84.72
0,70.33,78.33
1,95.64,85.59
0,81.88,92.77
0,64.99,72.81
1,122.82,109.07
0,74.37,83.06
0,74.56,82.72
0,74.45,84.11
0,78.84,88.93
1,124.35,112.16
0,80.56,90.72
1,85.61,70.76
0,76.07,85.69
0,71.48,79.62
1,123.48,109.83
1,71.74,61.67
0,71.07,78.72
0,76.17,86.29
1,85.11,70.18
0,81.05,91.96
0,70.57,81.08
1,88.26,76.47
1,91.18,76.66
1,73.39,63.52
0,76.47,86.38
1,106.88,93.92
1,64.01,45.94
1,73.79,54.27
0,73.46,82.47
1,139.05,121.43
0,74.90,84.10
0,83.30,95.05
0,70.31,78.72
0,73.25,81.25
0,70.87,80.11
0,71.85,79.97
0,78.51,88.79
0,74.44,83.27
0,80.26,91.11
0,79.31,91.13
0,75.99,86.90
0,70.03,78.82
1,129.76,114.66
1,73.21,60.36
1,61.81,38.25
0,81.98,92.05
1,77.32,63.66
0,78.90,88.23
0,72.19,81.43
0,82.38,91.28
0,76.78,87.37
1,102.80,92.81
1,67.26,56.20
1,76.78,66.04
0,74.15,83.53
1,46.16,25.41
0,72.87,81.77
0,79.86,89.19
0,79.17,88.96
1,72.16,59.85
0,76.28,85.33
1,78.44,60.48
1,103.84,86.04
0,74.80,84.17
0,77.28,87.28
0,74.08,82.72
0,73.10,80.23
1,81.22,61.49
1,73.25,63.62
1,81.38,67.12
1,100.90,83.54
0,75.72,85.27
1,75.54,65.50
0,82.15,91.06
0,76.01,85.09
1,71.18,55.01
1,90.62,81.10
0,76.81,87.18
0,76.96,86.85
1,78.83,63.05
1,61.82,52.05
1,75.90,62.38
1,83.76,70.56
0,64.43,73.53
1,66.74,57.49
0,71.62,79.35
1,79.74,62.90
1,83.67,67.14
1,95.36,75.34
1,67.23,51.10
1,75.72,46.97
0,74.82,83.93
0,75.70,84.78
1,73.68,57.61
0,74.79,84.15
0,70.67,80.13
1,86.10,73.35
1,82.63,67.69
1,71.93,63.59
1,86.87,74.60
0,78.76,87.47
1,66.05,56.04
0,75.05,84.48
0,72.20,83.39
1,77.41,67.80
1,119.85,103.92
1,100.89,88.51
1,100.27,86.84
1,73.57,59.37
0,79.04,87.95
1,63.86,53.21
0,78.58,89.28
1,132.05,121.25
0,80.66,90.33
0,83.81,94.07
0,75.25,85.75
1,123.74,106.96
0,71.34,81.16
1,87.29,75.40
1,96.42,80.78
1,88.13,75.33
0,72.98,82.73
0,77.78,88.43
1,104.16,87.94
1,68.53,51.28
1,87.16,74.90
1,66.71,53.53
0,72.43,82.30
1,105.42,97.67
0,73.12,82.78
0,74.98,83.17
1,72.07,61.84
0,73.17,83.30
1,68.13,57.39
1,35.94,15.18
1,86.10,75.19
1,89.15,75.75
0,72.94,82.63
1,130.21,113.71
0,79.97,89.20
1,67.27,47.89
0,75.22,85.77
0,78.51,91.70
0,75.85,84.96
1,62.43,45.26
1,94.82,76.13
1,75.92,64.06
1,83.96,66.95
0,77.75,87.30
0,78.42,87.37
0,79.11,88.05
0,74.53,83.96
0,71.53,79.00
1,109.18,97.97
0,72.67,82.53
0,76.90,87.01
0,72.36,79.79
1,79.27,66.44
1,114.05,99.44
0,74.20,82.37
1,92.43,78.86
1,93.40,79.40
1,78.50,68.00
1,74.87,62.70
0,73.50,83.91
0,77.24,86.26
1,41.39,23.39
0,74.09,84.27
1,82.49,68.29
1,94.42,75.16
0,72.96,82.41
1,61.55,45.80
1,96.42,83.03
1,72.69,64.78
0,70.71,79.48
1,56.64,41.59
0,75.25,86.65
1,68.64,58.92
0,70.13,79.21
0,75.85,83.65
1,62.52,53.48
0,76.10,86.71
0,71.32,81.26
1,99.58,87.79
0,78.31,87.89
1,64.84,43.31
1,100.14,87.21
1,83.72,70.48
1,69.76,61.71
1,72.24,61.86
0,79.43,88.73
1,80.42,65.98
0,79.32,88.47
0,77.97,86.22
0,67.43,75.58
1,115.77,99.91
1,124.06,107.66
1,92.21,81.15
1,66.20,36.01
1,102.82,91.82
0,78.66,90.19
1,71.68,57.62
0,78.97,89.28
0,78.30,88.18
0,72.79,82.68
1,91.50,78.70
0,70.43,79.90
1,119.37,106.47
1,73.49,65.00
0,69.20,78.44
0,79.62,89.99
0,72.91,80.55
0,72.51,82.16
1,63.05,52.23
0,77.31,87.41
1,86.94,76.30
1,95.38,81.17
1,101.38,73.39
1,53.27,34.45
1,60.42,51.66
0,77.83,87.08
0,79.98,89.49
0,71.73,81.05
1,90.62,74.79
1,98.73,84.71
1,85.42,73.58
0,71.17,81.14
0,74.94,83.60
0,76.82,85.14
0,71.71,80.10
0,78.50,87.29
0,76.17,85.20
0,71.34,80.67
0,70.43,79.36
0,74.15,84.58
0,72.75,82.34
0,72.02,80.59
1,135.37,117.35
1,78.43,63.96
1,90.47,78.59
0,78.63,88.04
0,72.00,82.36
0,83.37,93.17
1,60.70,46.20
0,83.91,93.10
0,80.38,90.12
1,107.39,91.78
0,80.48,90.01
0,77.28,87.01
1,82.85,69.74
0,72.96,83.27
1,65.25,52.80
1,57.20,27.44
0,71.24,82.50
0,70.33,77.66
0,79.24,87.85
1,68.85,57.20
0,78.48,87.12
1,92.79,80.74
0,71.06,80.17
1,77.45,65.16
1,87.66,76.73
1,79.87,69.09
1,110.23,91.38
0,75.23,82.97
1,69.57,58.64
0,67.74,75.07
1,108.86,93.30
0,73.36,81.35
0,74.29,82.94
0,77.55,87.53
1,54.31,35.39
0,72.57,81.86
1,95.15,79.96
0,69.58,78.93
1,101.64,80.86
1,82.52,68.79
0,64.62,71.82
0,79.92,91.47
0,80.37,89.72
1,70.69,59.03
0,73.38,81.77
0,79.05,88.45
0,74.88,84.62
1,62.40,49.99
1,124.38,107.03
1,91.28,73.97
1,88.94,78.54
0,76.15,85.62
1,81.46,68.74
0,77.66,85.78
0,75.23,82.67
0,80.72,90.53
1,64.33,51.32
0,74.84,83.74
1,60.67,50.51
1,86.51,75.41
0,77.47,88.80
1,64.74,53.98
0,74.18,84.04
1,86.25,75.39
0,67.33,74.50
1,77.30,66.04
0,76.29,87.00
1,65.81,53.17
1,45.09,29.21
1,96.78,81.99
0,73.97,83.46
0,74.34,82.25
1,75.63,62.01
0,77.98,88.98
0,77.01,85.45
1,49.11,32.63
1,170.09,151.60
1,91.27,77.51
1,61.22,48.99
1,84.36,72.15
0,74.04,83.31
0,69.84,79.69
0,76.12,84.47
1,100.44,85.44
1,74.29,63.93
0,80.38,91.19
0,74.69,84.68
0,74.35,83.86
0,84.61,94.67
0,73.04,81.44
1,88.34,76.19
1,100.05,87.94
0,75.34,85.14
0,72.49,82.69
0,78.01,87.59
1,111.30,91.59
0,79.86,91.53
0,75.28,85.29
1,77.04,56.74
1,56.19,49.04
1,67.78,57.63
1,91.72,78.82
1,93.87,82.81
1,87.65,71.68
1,91.72,77.52
0,75.37,85.56
1,74.74,60.36
1,64.08,45.64
0,72.63,83.01
1,123.66,112.34
0,72.80,82.24
1,76.15,67.01
1,86.58,73.45
0,77.03,86.60
1,75.61,66.51
0,75.92,86.59
0,70.82,79.44
1,103.10,83.36
0,69.94,79.21
0,78.85,90.42
0,75.44,86.09
1,57.21,41.90
0,77.69,88.32
1,82.51,69.66
0,73.96,82.44
1,79.13,65.46
0,86.92,98.28
0,71.20,81.38
1,99.44,87.39
1,95.69,80.42
1,88.84,74.14
0,72.02,81.08
0,68.78,78.17
1,124.39,104.82
0,73.74,84.30
1,68.48,58.47
1,90.75,80.32
0,72.92,83.56
0,74.84,84.32
0,72.54,81.75
0,77.50,86.72
1,53.21,40.97
0,76.74,86.34
1,53.31,27.67
1,94.06,85.26
1,96.82,82.22
0,79.34,88.53
1,100.83,83.45
1,78.63,62.41
1,80.78,66.53
0,75.77,85.89
0,75.89,83.66
0,79.17,90.23
0,75.69,85.13
1,64.47,55.55
1,88.39,78.40
0,72.06,82.44
1,63.37,32.62
1,60.01,44.81
1,82.46,71.11
1,87.93,78.02
1,78.19,62.75
1,71.14,59.46
0,74.46,85.69
0,70.80,80.90
1,83.67,73.92
1,89.24,76.96
0,76.80,86.32
1,55.69,39.00
0,73.44,83.12
1,113.97,94.99
0,78.14,89.31
1,75.02,63.70
1,73.84,66.15
0,74.38,83.98
1,113.28,98.20
1,133.50,119.87
0,74.53,83.27
1,85.14,66.79
1,134.83,120.25
0,73.08,83.20
0,72.41,80.75
1,100.57,85.31
0,68.06,74.73
1,68.97,51.71
1,91.42,75.99
1,71.76,61.44
0,71.62,81.45
1,79.85,65.56
1,72.44,62.62
1,61.94,51.51
1,79.07,70.07
1,122.73,109.62
0,75.39,86.94
0,72.40,81.21
1,91.58,76.76
0,72.26,80.48
1,63.62,51.01
0,77.69,85.41
0,73.09,82.59
0,87.58,97.89
0,73.06,83.12
1,99.15,87.03
0,79.99,89.77
1,74.53,64.14
0,73.50,84.45
0,65.64,75.72
0,73.54,83.27
1,139.19,123.49
1,65.70,55.98
1,62.41,48.95
1,57.83,27.38
1,86.55,73.70
0,77.79,88.56
0,85.79,95.09
0,75.78,85.14
0,74.64,83.25
0,70.94,81.19
0,73.90,82.91
1,94.99,68.45
0,78.54,88.86
1,95.14,81.41
0,76.40,85.91
1,84.71,74.71
1,56.08,46.15
1,91.03,74.61
1,87.52,74.33
1,135.05,122.51
1,66.92,50.80
1,91.81,80.37
1,80.53,58.32
0,72.27,81.57
1,89.67,74.55
1,65.88,52.12
0,80.10,91.63
1,73.54,63.05
0,73.67,83.10
0,67.89,76.88
1,61.93,50.93
0,80.42,88.76
0,72.45,80.44
0,72.34,81.40
0,74.80,83.78
0,74.07,83.67
0,71.48,81.64
1,83.66,72.02
0,73.42,83.46
0,74.57,83.56
0,75.94,86.48
0,67.54,77.46
1,71.22,55.09
1,47.53,39.52
0,78.12,86.70
0,75.11,84.13
0,76.60,85.80
0,78.09,87.68
0,78.28,89.26
1,96.87,79.91
0,67.50,76.27
0,76.17,85.77
0,71.86,81.17
0,76.35,85.84
1,70.94,57.34
0,84.63,95.69
0,73.21,81.83
1,61.67,52.80
1,107.84,92.35
0,78.27,88.00
0,74.80,84.89
0,74.03,83.24
0,75.49,86.32
1,111.40,99.09
0,71.30,78.56
0,73.11,83.53
0,77.88,85.98
0,76.76,88.18
0,75.95,85.69
0,78.17,89.29
1,98.17,84.35
1,75.39,62.25
1,177.99,164.61
1,81.13,68.29
1,85.22,69.34
1,70.54,61.01
0,72.91,80.28
0,70.58,79.78
1,44.49,29.04
1,62.34,41.69
0,74.32,84.57
0,78.39,87.03
0,76.40,84.74
0,72.85,83.51
1,69.49,58.88
1,77.22,66.09
0,73.12,82.17
1,55.61,41.67
0,76.60,86.82
0,85.82,96.94
0,77.33,88.33
1,99.62,88.37
0,74.42,83.88
1,103.95,91.21
0,82.15,92.91
1,90.71,75.46
1,75.74,57.81
0,77.82,87.17
0,73.03,83.08
0,77.44,86.29
1,132.00,109.47
0,77.23,86.49
1,154.23,135.51
1,67.25,57.16
1,80.62,71.97
0,75.55,85.39
1,111.97,98.17
1,125.13,111.70
0,78.14,88.03
0,69.99,80.61
